STATE,AREA,AGE_ADJUSTED_CI_LOWER,AGE_ADJUSTED_CI_UPPER,AGE_ADJUSTED_RATE,COUNT,EVENT_TYPE,POPULATION,RACE,SEX,SITE,YEAR,CRUDE_CI_LOWER,CRUDE_CI_UPPER,CRUDE_RATE,County,County Name,lat,lng,Ratings
CA,CA: Sacramento County (06067),156.3,162.0,159.2,12503,Mortality,7466890,All Races,Male and Female,All Cancer Sites Combined,2013-2017,164.5,170.4,167.4, Sacramento County (06067), Sacramento County ,38.47467,-121.3541631,1.5919999999999999
CA,CA: San Benito County (06069),115.0,142.0,128.0,375,Mortality,292811,All Races,Male and Female,All Cancer Sites Combined,2013-2017,115.4,141.7,128.1, San Benito County (06069), San Benito County ,36.5760883,-120.9876321,1.28
CA,CA: San Bernardino County (06071),156.9,162.2,159.6,14811,Mortality,10589335,All Races,Male and Female,All Cancer Sites Combined,2013-2017,137.6,142.1,139.9, San Bernardino County (06071), San Bernardino County ,34.9592083,-116.419389,1.5959999999999999
CA,CA: San Diego County (06073),144.7,148.4,146.5,25177,Mortality,16382050,All Races,Male and Female,All Cancer Sites Combined,2013-2017,151.8,155.6,153.7, San Diego County (06073), San Diego County ,32.7157305,-117.1610966,1.465
CA,CA: San Francisco County (06075),129.5,135.9,132.7,6862,Mortality,4306754,All Races,Male and Female,All Cancer Sites Combined,2013-2017,155.6,163.1,159.3, San Francisco County (06075), San Francisco County ,37.7749295,-122.4194155,1.327
CA,CA: San Joaquin County (06077),157.1,165.7,161.4,5631,Mortality,3610788,All Races,Male and Female,All Cancer Sites Combined,2013-2017,151.9,160.1,155.9, San Joaquin County (06077), San Joaquin County ,37.9175935,-121.1710389,1.614
CA,CA: San Luis Obispo County (06079),133.6,144.6,139.0,2658,Mortality,1399014,All Races,Male and Female,All Cancer Sites Combined,2013-2017,182.8,197.4,190.0, San Luis Obispo County (06079), San Luis Obispo County ,35.3102296,-120.4357631,1.39
CA,CA: San Mateo County (06081),120.8,127.4,124.1,5709,Mortality,3809142,All Races,Male and Female,All Cancer Sites Combined,2013-2017,146.0,153.8,149.9, San Mateo County (06081), San Mateo County ,37.4337342,-122.4014193,1.2409999999999999
CA,CA: Santa Barbara County (06083),132.6,142.0,137.2,3445,Mortality,2206984,All Races,Male and Female,All Cancer Sites Combined,2013-2017,150.9,161.4,156.1, Santa Barbara County (06083), Santa Barbara County ,34.4208321,-119.6982057,1.3719999999999999
CA,CA: Santa Clara County (06085),121.3,125.7,123.5,12155,Mortality,9540731,All Races,Male and Female,All Cancer Sites Combined,2013-2017,125.1,129.7,127.4, Santa Clara County (06085), Santa Clara County ,37.3336581,-121.8907041,1.235
CA,CA: Santa Cruz County (06087),124.7,136.7,130.6,1994,Mortality,1363512,All Races,Male and Female,All Cancer Sites Combined,2013-2017,139.9,152.8,146.2, Santa Cruz County (06087), Santa Cruz County ,37.0453988,-121.9579578,1.306
CA,CA: Shasta County (06089),177.2,192.5,184.7,2394,Mortality,893787,All Races,Male and Female,All Cancer Sites Combined,2013-2017,257.2,278.8,267.8, Shasta County (06089), Shasta County ,40.7908864,-121.8474493,1.847
CA,CA: Sierra County (06091),77.8,166.9,113.0,36,Mortality,14971,All Races,Male and Female,All Cancer Sites Combined,2013-2017,168.4,332.9,240.5, Sierra County (06091), Sierra County ,39.5532845,-120.2512728,1.13
CA,CA: Siskiyou County (06093),159.0,188.0,173.0,633,Mortality,217510,All Races,Male and Female,All Cancer Sites Combined,2013-2017,268.8,314.6,291.0, Siskiyou County (06093), Siskiyou County ,41.7743261,-122.5770126,1.73
CA,CA: Solano County (06095),161.4,171.9,166.6,4053,Mortality,2169789,All Races,Male and Female,All Cancer Sites Combined,2013-2017,181.1,192.6,186.8, Solano County (06095), Solano County ,38.3104969,-121.9017954,1.666
CA,CA: Sonoma County (06097),142.5,151.0,146.7,4866,Mortality,2500887,All Races,Male and Female,All Cancer Sites Combined,2013-2017,189.1,200.1,194.6, Sonoma County (06097), Sonoma County ,38.5779555,-122.9888319,1.4669999999999999
CA,CA: Stanislaus County (06099),165.2,175.4,170.2,4474,Mortality,2670411,All Races,Male and Female,All Cancer Sites Combined,2013-2017,162.7,172.5,167.5, Stanislaus County (06099), Stanislaus County ,37.5090711,-120.9876321,1.702
CA,CA: Sutter County (06101),140.7,161.6,150.9,834,Mortality,477099,All Races,Male and Female,All Cancer Sites Combined,2013-2017,163.1,187.1,174.8, Sutter County (06101), Sutter County ,39.0219764,-121.6739371,1.5090000000000001
CA,CA: Tehama County (06103),149.8,174.6,161.8,697,Mortality,315846,All Races,Male and Female,All Cancer Sites Combined,2013-2017,204.6,237.7,220.7, Tehama County (06103), Tehama County ,40.0982197,-122.174605,1.618
CA,CA: Trinity County (06105),118.7,166.9,140.8,163,Mortality,65200,All Races,Male and Female,All Cancer Sites Combined,2013-2017,213.1,291.5,250.0, Trinity County (06105), Trinity County ,40.6329485,-123.0622553,1.4080000000000001
CA,CA: Tulare County (06107),136.4,147.1,141.7,2811,Mortality,2289294,All Races,Male and Female,All Cancer Sites Combined,2013-2017,118.3,127.4,122.8, Tulare County (06107), Tulare County ,36.1341739,-118.8596804,1.4169999999999998
CA,CA: Tuolumne County (06109),144.7,168.7,156.3,726,Mortality,269121,All Races,Male and Female,All Cancer Sites Combined,2013-2017,250.5,290.1,269.8, Tuolumne County (06109), Tuolumne County ,38.029655,-119.9740534,1.5630000000000002
CA,CA: Ventura County (06111),137.8,144.7,141.2,6678,Mortality,4228192,All Races,Male and Female,All Cancer Sites Combined,2013-2017,154.2,161.8,157.9, Ventura County (06111), Ventura County ,34.3704884,-119.1390642,1.412
CA,CA: Yolo County (06113),138.3,153.8,145.9,1432,Mortality,1060845,All Races,Male and Female,All Cancer Sites Combined,2013-2017,128.1,142.2,135.0, Yolo County (06113), Yolo County ,38.7646021,-121.9017954,1.459
CA,CA: Yuba County (06115),182.4,213.0,197.3,687,Mortality,372536,All Races,Male and Female,All Cancer Sites Combined,2013-2017,170.9,198.7,184.4, Yuba County (06115), Yuba County ,39.2547027,-121.3998995,1.973
CO,CO: Adams County (08001) - 2002+,147.2,158.6,152.8,2971,Mortality,2443853,All Races,Male and Female,All Cancer Sites Combined,2013-2017,117.2,126.0,121.6, Adams County (08001) - 2002+, Adams County ,39.8398269,-104.1930918,1.528
CO,CO: Alamosa County (08003),115.6,170.2,141.0,113,Mortality,81741,All Races,Male and Female,All Cancer Sites Combined,2013-2017,113.9,166.2,138.2, Alamosa County (08003), Alamosa County ,37.654039,-105.876004,1.41
CO,CO: Arapahoe County (08005),126.8,135.3,131.0,3953,Mortality,3140347,All Races,Male and Female,All Cancer Sites Combined,2013-2017,122.0,129.9,125.9, Arapahoe County (08005), Arapahoe County ,39.62031,-104.332644,1.31
CO,CO: Archuleta County (08007),102.6,152.4,125.3,124,Mortality,62993,All Races,Male and Female,All Cancer Sites Combined,2013-2017,163.7,234.7,196.8, Archuleta County (08007), Archuleta County ,37.1604318,-107.0067031,1.253
CO,CO: Baca County (08009),114.1,212.9,156.5,52,Mortality,17887,All Races,Male and Female,All Cancer Sites Combined,2013-2017,217.1,381.2,290.7, Baca County (08009), Baca County ,37.394731,-102.5298028,1.565
CO,CO: Bent County (08011),131.8,219.0,170.7,67,Mortality,28911,All Races,Male and Female,All Cancer Sites Combined,2013-2017,179.6,294.3,231.7, Bent County (08011), Bent County ,38.0036339,-103.0817903,1.7069999999999999
CO,CO: Boulder County (08013) - 2002+,114.6,125.8,120.1,1912,Mortality,1589320,All Races,Male and Female,All Cancer Sites Combined,2013-2017,115.0,125.8,120.3, Boulder County (08013) - 2002+, Boulder County ,40.1512114,-105.5005483,1.2009999999999998
CO,CO: Broomfield County (08014) - 2002+,123.1,149.6,135.9,431,Mortality,321480,All Races,Male and Female,All Cancer Sites Combined,2013-2017,121.7,147.3,134.1, Broomfield County (08014) - 2002+, Broomfield County ,39.9205411,-105.0866504,1.359
CO,CO: Chaffee County (08015),123.0,162.9,141.6,223,Mortality,94151,All Races,Male and Female,All Cancer Sites Combined,2013-2017,206.8,270.1,236.9, Chaffee County (08015), Chaffee County ,38.7536679,-106.2522143,1.416
CO,CO: Cheyenne County (08017),85.5,232.5,144.1,20,Mortality,9260,All Races,Male and Female,All Cancer Sites Combined,2013-2017,131.9,333.6,216.0, Cheyenne County (08017), Cheyenne County ,38.8002562,-102.6216211,1.4409999999999998
CO,CO: Clear Creek County (08019),82.3,147.3,111.2,60,Mortality,46302,All Races,Male and Female,All Cancer Sites Combined,2013-2017,98.9,166.8,129.6, Clear Creek County (08019), Clear Creek County ,39.6904464,-105.6412527,1.112
CO,CO: Conejos County (08021),106.9,174.2,137.3,72,Mortality,40712,All Races,Male and Female,All Cancer Sites Combined,2013-2017,138.4,222.7,176.9, Conejos County (08021), Conejos County ,37.2689711,-106.2522143,1.3730000000000002
CO,CO: Costilla County (08023),92.0,181.3,129.3,42,Mortality,18152,All Races,Male and Female,All Cancer Sites Combined,2013-2017,166.8,312.8,231.4, Costilla County (08023), Costilla County ,37.2049596,-105.5005483,1.2930000000000001
CO,CO: Crowley County (08025),94.2,182.7,132.5,40,Mortality,27636,All Races,Male and Female,All Cancer Sites Combined,2013-2017,103.4,197.1,144.7, Crowley County (08025), Crowley County ,38.2498631,-103.8216261,1.325
CO,CO: Custer County (08027),102.5,190.0,139.2,61,Mortality,22513,All Races,Male and Female,All Cancer Sites Combined,2013-2017,207.3,348.1,271.0, Custer County (08027), Custer County ,38.0615578,-105.3131185,1.392
CO,CO: Delta County (08029),149.1,184.0,165.7,412,Mortality,151116,All Races,Male and Female,All Cancer Sites Combined,2013-2017,246.9,300.3,272.6, Delta County (08029), Delta County ,38.8531357,-107.763621,1.6569999999999998
CO,CO: Denver County (08031),145.5,154.4,149.9,4642,Mortality,3400105,All Races,Male and Female,All Cancer Sites Combined,2013-2017,132.6,140.5,136.5, Denver County (08031), Denver County ,39.7392358,-104.990251,1.499
CO,CO: Dolores County (08033),77.4,219.7,133.6,19,Mortality,10100,All Races,Male and Female,All Cancer Sites Combined,2013-2017,113.3,293.8,188.1, Dolores County (08033), Dolores County ,37.7530272,-108.5225709,1.3359999999999999
CO,CO: Douglas County (08035),107.8,120.2,113.9,1474,Mortality,1606526,All Races,Male and Female,All Cancer Sites Combined,2013-2017,87.1,96.6,91.8, Douglas County (08035), Douglas County ,39.2587106,-104.9388853,1.139
CO,CO: Eagle County (08037),62.3,90.4,75.5,161,Mortality,269647,All Races,Male and Female,All Cancer Sites Combined,2013-2017,50.8,69.7,59.7, Eagle County (08037), Eagle County ,39.576406,-106.7234639,0.755
CO,CO: El Paso County (08041),138.1,146.7,142.4,4514,Mortality,3382229,All Races,Male and Female,All Cancer Sites Combined,2013-2017,129.6,137.4,133.5, El Paso County (08041), El Paso County ,38.9108325,-104.4723301,1.4240000000000002
CO,CO: Elbert County (08039),95.5,137.1,114.9,154,Mortality,123068,All Races,Male and Female,All Cancer Sites Combined,2013-2017,106.2,146.5,125.1, Elbert County (08039), Elbert County ,39.35370040000001,-104.1930918,1.149
CO,CO: Fremont County (08043),144.5,171.7,157.6,557,Mortality,233299,All Races,Male and Female,All Cancer Sites Combined,2013-2017,219.3,259.4,238.7, Fremont County (08043), Fremont County ,38.5306514,-105.5005483,1.5759999999999998
CO,CO: Garfield County (08045),113.8,142.6,127.6,341,Mortality,289892,All Races,Male and Female,All Cancer Sites Combined,2013-2017,105.5,130.8,117.6, Garfield County (08045), Garfield County ,39.6584775,-107.763621,1.276
CO,CO: Gilpin County (08047),76.7,177.5,119.6,38,Mortality,29032,All Races,Male and Female,All Cancer Sites Combined,2013-2017,92.6,179.7,130.9, Gilpin County (08047), Gilpin County ,39.8770159,-105.4536718,1.196
CO,CO: Grand County (08049),74.5,124.8,97.3,75,Mortality,74117,All Races,Male and Female,All Cancer Sites Combined,2013-2017,79.6,126.8,101.2, Grand County (08049), Grand County ,40.0727382,-106.0640179,0.973
CO,CO: Gunnison County (08051),88.2,143.9,113.7,78,Mortality,81093,All Races,Male and Female,All Cancer Sites Combined,2013-2017,76.0,120.0,96.2, Gunnison County (08051), Gunnison County ,38.6437083,-107.0067031,1.137
CO,CO: Huerfano County (08055),97.9,154.4,122.3,92,Mortality,32490,All Races,Male and Female,All Cancer Sites Combined,2013-2017,228.3,347.3,283.2, Huerfano County (08055), Huerfano County ,37.6125984,-104.9388853,1.2229999999999999
CO,CO: Jackson County (08057),93.7,266.9,159.9,18,Mortality,6809,All Races,Male and Female,All Cancer Sites Combined,2013-2017,156.7,417.8,264.4, Jackson County (08057), Jackson County ,40.6819242,-106.2522143,1.599
CO,CO: Jefferson County (08059) - 2002+,129.0,137.1,133.0,4456,Mortality,2824158,All Races,Male and Female,All Cancer Sites Combined,2013-2017,153.2,162.5,157.8, Jefferson County (08059) - 2002+, Jefferson County ,39.5800298,-105.2662931,1.33
CO,CO: Kiowa County (08061),170.2,386.5,258.9,32,Mortality,6865,All Races,Male and Female,All Cancer Sites Combined,2013-2017,318.8,658.0,466.1, Kiowa County (08061), Kiowa County ,38.3769671,-102.7135121,2.589
CO,CO: Kit Carson County (08063),96.1,158.1,123.9,69,Mortality,39259,All Races,Male and Female,All Cancer Sites Combined,2013-2017,136.7,222.4,175.8, Kit Carson County (08063), Kit Carson County ,39.3844507,-102.5298028,1.239
CO,CO: La Plata County (08067),109.9,136.0,122.4,384,Mortality,272483,All Races,Male and Female,All Cancer Sites Combined,2013-2017,127.2,155.8,140.9, La Plata County (08067), La Plata County ,37.2125857,-107.763621,1.224
CO,CO: Lake County (08065),102.1,190.6,141.5,46,Mortality,37364,All Races,Male and Female,All Cancer Sites Combined,2013-2017,90.1,164.2,123.1, Lake County (08065), Lake County ,39.1941167,-106.2992912,1.415
CO,CO: Larimer County (08069),126.6,137.6,132.0,2387,Mortality,1656547,All Races,Male and Female,All Cancer Sites Combined,2013-2017,138.4,150.0,144.1, Larimer County (08069), Larimer County ,40.6955572,-105.5943388,1.32
CO,CO: Las Animas County (08071),130.7,180.0,153.6,175,Mortality,70784,All Races,Male and Female,All Cancer Sites Combined,2013-2017,212.0,286.7,247.2, Las Animas County (08071), Las Animas County ,37.2994909,-104.1001326,1.536
CO,CO: Lincoln County (08073),107.2,192.2,144.8,52,Mortality,27563,All Races,Male and Female,All Cancer Sites Combined,2013-2017,140.9,247.4,188.7, Lincoln County (08073), Lincoln County ,39.0457549,-103.3587288,1.4480000000000002
CO,CO: Logan County (08075),129.8,171.4,149.4,216,Mortality,108386,All Races,Male and Female,All Cancer Sites Combined,2013-2017,173.6,227.7,199.3, Logan County (08075), Logan County ,40.7056181,-102.989615,1.494
CO,CO: Mesa County (08077),141.9,157.5,149.5,1489,Mortality,744096,All Races,Male and Female,All Cancer Sites Combined,2013-2017,190.1,210.5,200.1, Mesa County (08077), Mesa County ,38.9585381,-108.6175626,1.495
CO,CO: Moffat County (08081),115.6,173.3,142.2,108,Mortality,65234,All Races,Male and Female,All Cancer Sites Combined,2013-2017,135.8,199.9,165.6, Moffat County (08081), Moffat County ,40.6138379,-108.2377519,1.422
CO,CO: Montezuma County (08083),127.7,163.8,144.8,279,Mortality,128929,All Races,Male and Female,All Cancer Sites Combined,2013-2017,191.7,243.3,216.4, Montezuma County (08083), Montezuma County ,37.3257517,-108.6175626,1.4480000000000002
CO,CO: Montrose County (08085),130.8,158.9,144.2,455,Mortality,204680,All Races,Male and Female,All Cancer Sites Combined,2013-2017,202.3,243.7,222.3, Montrose County (08085), Montrose County ,38.468304,-108.1428669,1.442
CO,CO: Morgan County (08087),144.4,184.3,163.4,277,Mortality,140964,All Races,Male and Female,All Cancer Sites Combined,2013-2017,174.0,221.1,196.5, Morgan County (08087), Morgan County ,40.2989226,-103.7289167,1.6340000000000001
CO,CO: Otero County (08089),120.7,162.5,140.3,192,Mortality,91673,All Races,Male and Female,All Cancer Sites Combined,2013-2017,180.9,241.3,209.4, Otero County (08089), Otero County ,37.9397663,-103.6362715,1.403
CO,CO: Ouray County (08091),57.7,130.0,87.1,33,Mortality,23330,All Races,Male and Female,All Cancer Sites Combined,2013-2017,97.4,198.6,141.4, Ouray County (08091), Ouray County ,38.2016133,-107.763621,0.871
CO,CO: Park County (08093),77.8,123.9,98.7,110,Mortality,84586,All Races,Male and Female,All Cancer Sites Combined,2013-2017,106.9,156.7,130.0, Park County (08093), Park County ,39.0897928,-105.5943388,0.987
CO,CO: Phillips County (08095),85.9,171.4,122.6,42,Mortality,21689,All Races,Male and Female,All Cancer Sites Combined,2013-2017,139.6,261.8,193.6, Phillips County (08095), Phillips County ,40.53713339999999,-102.3463875,1.226
CO,CO: Pitkin County (08097),54.3,90.2,70.5,77,Mortality,89062,All Races,Male and Female,All Cancer Sites Combined,2013-2017,68.2,108.1,86.5, Pitkin County (08097), Pitkin County ,39.159101,-106.8178377,0.705
CO,CO: Prowers County (08099),170.6,238.8,202.5,151,Mortality,60443,All Races,Male and Female,All Cancer Sites Combined,2013-2017,211.6,293.0,249.8, Prowers County (08099), Prowers County ,37.84337560000001,-102.2547919,2.025
CO,CO: Pueblo County (08101),144.4,159.5,151.8,1653,Mortality,817039,All Races,Male and Female,All Cancer Sites Combined,2013-2017,192.7,212.3,202.3, Pueblo County (08101), Pueblo County ,38.2528534,-104.4723301,1.518
CO,CO: Rio Blanco County (08103),104.6,185.8,140.7,53,Mortality,32738,All Races,Male and Female,All Cancer Sites Combined,2013-2017,121.3,211.8,161.9, Rio Blanco County (08103), Rio Blanco County ,39.9814297,-108.2377519,1.4069999999999998
CO,CO: Rio Grande County (08105),104.2,156.1,127.9,106,Mortality,57186,All Races,Male and Female,All Cancer Sites Combined,2013-2017,151.8,224.2,185.4, Rio Grande County (08105), Rio Grande County ,37.5749508,-106.4405872,1.2790000000000001
CO,CO: Routt County (08107),78.4,118.8,97.1,113,Mortality,122250,All Races,Male and Female,All Cancer Sites Combined,2013-2017,76.2,111.1,92.4, Routt County (08107), Routt County ,40.4771623,-107.1011931,0.971
CO,CO: Saguache County (08109),84.5,154.2,114.9,57,Mortality,31740,All Races,Male and Female,All Cancer Sites Combined,2013-2017,136.0,232.7,179.6, Saguache County (08109), Saguache County ,38.0019623,-106.3463791,1.149
CO,CO: San Miguel County (08113),51.0,124.3,82.0,35,Mortality,39272,All Races,Male and Female,All Cancer Sites Combined,2013-2017,62.1,123.9,89.1, San Miguel County (08113), San Miguel County ,37.9781237,-108.1428669,0.82
CO,CO: Sedgwick County (08115),102.4,232.8,156.1,32,Mortality,11786,All Races,Male and Female,All Cancer Sites Combined,2013-2017,185.7,383.3,271.5, Sedgwick County (08115), Sedgwick County ,40.8568843,-102.3463875,1.561
CO,CO: Summit County (08117),48.9,83.4,64.6,80,Mortality,149874,All Races,Male and Female,All Cancer Sites Combined,2013-2017,42.3,66.4,53.4, Summit County (08117), Summit County ,39.5911871,-106.0640179,0.6459999999999999
CO,CO: Teller County (08119),104.0,145.0,123.1,194,Mortality,118835,All Races,Male and Female,All Cancer Sites Combined,2013-2017,141.1,187.9,163.3, Teller County (08119), Teller County ,38.86115789999999,-105.1726816,1.2309999999999999
CO,CO: Washington County (08121),101.2,181.9,136.3,52,Mortality,24032,All Races,Male and Female,All Cancer Sites Combined,2013-2017,161.6,283.8,216.4, Washington County (08121), Washington County ,40.063745,-102.989615,1.3630000000000002
CO,CO: Weld County (08123) - 2002+,138.6,152.2,145.3,1890,Mortality,1431435,All Races,Male and Female,All Cancer Sites Combined,2013-2017,126.1,138.1,132.0, Weld County (08123) - 2002+, Weld County ,40.3920718,-104.7158226,1.453
CO,CO: Yuma County (08125),115.7,177.9,144.2,93,Mortality,50462,All Races,Male and Female,All Cancer Sites Combined,2013-2017,148.8,225.8,184.3, Yuma County (08125), Yuma County ,40.1448234,-102.2547919,1.442
CT,CT: Fairfield County (09001),127.4,133.4,130.4,7502,Mortality,4717906,All Races,Male and Female,All Cancer Sites Combined,2013-2017,155.4,162.7,159.0, Fairfield County (09001), Fairfield County ,41.2559654,-73.37086959999999,1.304
CT,CT: Hartford County (09003),142.5,148.9,145.7,8460,Mortality,4478676,All Races,Male and Female,All Cancer Sites Combined,2013-2017,184.9,193.0,188.9, Hartford County (09003), Hartford County ,41.7924343,-72.8042797,1.4569999999999999
CT,CT: Litchfield County (09005),136.9,150.0,143.3,1984,Mortality,920928,All Races,Male and Female,All Cancer Sites Combined,2013-2017,206.1,225.1,215.4, Litchfield County (09005), Litchfield County ,41.7866294,-73.2765361,1.433
CT,CT: Middlesex County (09007),140.3,154.6,147.3,1759,Mortality,819315,All Races,Male and Female,All Cancer Sites Combined,2013-2017,204.8,225.0,214.7, Middlesex County (09007), Middlesex County ,41.46985050000001,-72.4731529,1.473
CT,CT: New Haven County (09009),145.8,152.4,149.0,8353,Mortality,4301962,All Races,Male and Female,All Cancer Sites Combined,2013-2017,190.0,198.4,194.2, New Haven County (09009), New Haven County ,41.3266911,-72.8042797,1.49
CT,CT: New London County (09011),148.5,160.4,154.4,2741,Mortality,1350601,All Races,Male and Female,All Cancer Sites Combined,2013-2017,195.4,210.7,202.9, New London County (09011), New London County ,41.5185189,-72.0468164,1.544
CT,CT: Tolland County (09013),130.4,146.5,138.2,1199,Mortality,757205,All Races,Male and Female,All Cancer Sites Combined,2013-2017,149.5,167.6,158.3, Tolland County (09013), Tolland County ,41.8418987,-72.37846789999999,1.382
CT,CT: Windham County (09015),162.5,182.6,172.4,1212,Mortality,583168,All Races,Male and Female,All Cancer Sites Combined,2013-2017,196.3,219.9,207.8, Windham County (09015), Windham County ,41.8275622,-72.0468164,1.724
DC,DC: District of Columbia (11001),159.8,168.8,164.2,5358,Mortality,3370464,All Races,Male and Female,All Cancer Sites Combined,2013-2017,154.7,163.3,159.0, District of Columbia (11001), District of Columbia ,38.9071923,-77.0368707,1.642
DE,DE: Kent County (10001),169.6,186.1,177.7,1846,Mortality,864589,All Races,Male and Female,All Cancer Sites Combined,2013-2017,203.9,223.5,213.5, Kent County (10001), Kent County ,39.1440612,-75.4344727,1.777
DE,DE: New Castle County (10003),160.9,170.1,165.5,5246,Mortality,2764714,All Races,Male and Female,All Cancer Sites Combined,2013-2017,184.6,195.0,189.7, New Castle County (10003), New Castle County ,39.5392979,-75.667356,1.655
DE,DE: Sussex County (10005),157.0,169.3,163.1,3004,Mortality,1074638,All Races,Male and Female,All Cancer Sites Combined,2013-2017,269.6,289.7,279.5, Sussex County (10005), Sussex County ,38.65308410000001,-75.4344727,1.631
FL,FL: Alachua County (12001),162.3,176.8,169.4,2230,Mortality,1298281,All Races,Male and Female,All Cancer Sites Combined,2013-2017,164.7,179.0,171.8, Alachua County (12001), Alachua County ,29.6579549,-82.3017728,1.694
FL,FL: Baker County (12003),164.5,210.6,186.5,274,Mortality,137572,All Races,Male and Female,All Cancer Sites Combined,2013-2017,176.3,224.2,199.2, Baker County (12003), Baker County ,30.3931168,-82.3017728,1.865
FL,FL: Bay County (12005),141.5,155.9,148.6,1699,Mortality,901728,All Races,Male and Female,All Cancer Sites Combined,2013-2017,179.6,197.6,188.4, Bay County (12005), Bay County ,30.1805306,-85.684578,1.486
FL,FL: Bradford County (12007),174.0,216.3,194.2,348,Mortality,133968,All Races,Male and Female,All Cancer Sites Combined,2013-2017,233.2,288.5,259.8, Bradford County (12007), Bradford County ,29.97238179999999,-82.1713632,1.942
FL,FL: Brevard County (12009),171.7,179.5,175.6,8414,Mortality,2837483,All Races,Male and Female,All Cancer Sites Combined,2013-2017,290.2,302.9,296.5, Brevard County (12009), Brevard County ,28.263933,-80.7214417,1.756
FL,FL: Broward County (12011),143.5,147.9,145.7,17158,Mortality,9431548,All Races,Male and Female,All Cancer Sites Combined,2013-2017,179.2,184.7,181.9, Broward County (12011), Broward County ,26.190096,-80.365865,1.4569999999999999
FL,FL: Calhoun County (12013),172.0,230.9,199.7,190,Mortality,72210,All Races,Male and Female,All Cancer Sites Combined,2013-2017,227.0,303.3,263.1, Calhoun County (12013), Calhoun County ,30.3475302,-85.1894045,1.9969999999999999
FL,FL: Charlotte County (12015),138.2,150.5,144.2,3024,Mortality,864465,All Races,Male and Female,All Cancer Sites Combined,2013-2017,337.5,362.5,349.8, Charlotte County (12015), Charlotte County ,26.8946009,-81.909826,1.442
FL,FL: Citrus County (12017),174.1,189.7,181.7,2827,Mortality,706336,All Races,Male and Female,All Cancer Sites Combined,2013-2017,385.6,415.3,400.2, Citrus County (12017), Citrus County ,28.8848842,-82.5185837,1.817
FL,FL: Clay County (12019),169.1,185.1,177.0,1995,Mortality,1016027,All Races,Male and Female,All Cancer Sites Combined,2013-2017,187.8,205.2,196.4, Clay County (12019), Clay County ,29.9943564,-81.77870209999999,1.77
FL,FL: Collier County (12021),106.3,113.6,109.9,4081,Mortality,1780188,All Races,Male and Female,All Cancer Sites Combined,2013-2017,222.3,236.4,229.2, Collier County (12021), Collier County ,26.069985,-81.42789839999999,1.099
FL,FL: Columbia County (12023),196.3,223.7,209.6,957,Mortality,342438,All Races,Male and Female,All Cancer Sites Combined,2013-2017,262.0,297.7,279.5, Columbia County (12023), Columbia County ,30.1812696,-82.605118,2.096
FL,FL: DeSoto County (12027),131.1,161.6,145.7,384,Mortality,179412,All Races,Male and Female,All Cancer Sites Combined,2013-2017,193.2,236.5,214.0, DeSoto County (12027), DeSoto County ,27.2142078,-81.77870209999999,1.4569999999999999
FL,FL: Dixie County (12029),173.1,223.2,196.7,263,Mortality,81570,All Races,Male and Female,All Cancer Sites Combined,2013-2017,284.6,363.8,322.4, Dixie County (12029), Dixie County ,29.5207227,-83.1649001,1.9669999999999999
FL,FL: Duval County (12031),168.8,176.4,172.5,8341,Mortality,4556940,All Races,Male and Female,All Cancer Sites Combined,2013-2017,179.1,187.0,183.0, Duval County (12031), Duval County ,30.3500511,-81.6035062,1.725
FL,FL: Escambia County (12033),175.9,188.3,182.0,3451,Mortality,1548755,All Races,Male and Female,All Cancer Sites Combined,2013-2017,215.5,230.4,222.8, Escambia County (12033), Escambia County ,30.6389408,-87.3413599,1.82
FL,FL: Flagler County (12035),151.7,168.8,160.0,1578,Mortality,523446,All Races,Male and Female,All Cancer Sites Combined,2013-2017,286.8,316.7,301.5, Flagler County (12035), Flagler County ,29.4086072,-81.2518833,1.6
FL,FL: Franklin County (12037),159.7,221.6,188.4,164,Mortality,58467,All Races,Male and Female,All Cancer Sites Combined,2013-2017,239.2,326.9,280.5, Franklin County (12037), Franklin County ,29.7817695,-84.8567932,1.8840000000000001
FL,FL: Gadsden County (12039),153.5,184.4,168.4,493,Mortality,230283,All Races,Male and Female,All Cancer Sites Combined,2013-2017,195.6,233.8,214.1, Gadsden County (12039), Gadsden County ,30.5562947,-84.6479124,1.6840000000000002
FL,FL: Gilchrist County (12041),166.3,217.3,190.3,239,Mortality,86772,All Races,Male and Female,All Cancer Sites Combined,2013-2017,241.6,312.7,275.4, Gilchrist County (12041), Gilchrist County ,29.6871128,-82.82097399999999,1.903
FL,FL: Glades County (12043),105.9,152.9,127.4,139,Mortality,65763,All Races,Male and Female,All Cancer Sites Combined,2013-2017,177.7,249.6,211.4, Glades County (12043), Glades County ,26.984415,-81.0754657,1.274
FL,FL: Gulf County (12045),147.0,197.4,170.6,195,Mortality,79992,All Races,Male and Female,All Cancer Sites Combined,2013-2017,210.8,280.5,243.8, Gulf County (12045), Gulf County ,29.8001623,-85.35496499999999,1.706
FL,FL: Hamilton County (12047),168.0,229.3,196.8,176,Mortality,71374,All Races,Male and Female,All Cancer Sites Combined,2013-2017,211.5,285.8,246.6, Hamilton County (12047), Hamilton County ,30.47559579999999,-82.95015579999999,1.9680000000000002
